Date,Time,Result,Score,Confidence
2026-03-16,18:57:20,NON-COMPLIANT,0.9538,90.76%
2026-03-16,18:59:58,NON-COMPLIANT,0.9922,98.44%
2026-03-16,19:03:34,NON-COMPLIANT,0.7580,51.60%
